Start Station,DoWS,mean,Conf_L,Conf_H,landmark,dockcount,Recommendation,Adjust Low End,Adjust High End
San Salvador at 1st,3,-0.0384615384615,-0.40598290598290598,0.38328912466843501,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
San Salvador at 1st,4,0.0,-0.40000000000000002,0.42857142857142855,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
San Salvador at 1st,5,0.0,-0.66666666666666663,0.8666666666666667,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
San Salvador at 1st,6,-0.0909090909091,-0.64822134387351771,0.62937062937062938,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
Santa Clara County Civic Center,0,0.428571428571,-0.24675324675324672,0.22360248447204972,,,REBALANCE! Add bikes,1.0,1.0
Santa Clara County Civic Center,1,0.15,-0.27000000000000002,0.23461538461538464,,,DO NOT REBALANCE!,1.0,1.0
Santa Clara County Civic Center,2,1.04761904762,-0.34761904761904772,0.45238095238095233,,,REBALANCE! Add bikes,2.0,1.0
Santa Clara County Civic Center,3,0.285714285714,-0.38571428571428568,0.39849624060150379,,,DO NOT REBALANCE!,1.0,1.0
Santa Clara County Civic Center,4,0.0869565217391,-0.28695652173913044,0.39130434782608697,,,DO NOT REBALANCE!,1.0,1.0
Santa Clara County Civic Center,5,0.222222222222,-0.62222222222222223,0.57777777777777783,,,DO NOT REBALANCE!,1.0,1.0
Santa Clara County Civic Center,6,0.111111111111,-0.1111111111111111,0.22222222222222221,,,DO NOT REBALANCE!,1.0,1.0
Santa Clara at Almaden,0,-0.615384615385,-0.38461538461538458,0.51012145748987858,San Jose,11.0,REBALANCE! Remove bikes,1.0,2.0
Santa Clara at Almaden,1,0.153846153846,-0.59829059829059827,0.62393162393162394,San Jose,11.0,DO NOT REBALANCE!,1.0,1.0
Santa Clara at Almaden,2,0.615384615385,-0.643956043956044,0.60200668896321075,San Jose,11.0,REBALANCE! Add bikes,2.0,1.0
Santa Clara at Almaden,3,0.423076923077,-0.92307692307692313,0.76210826210826199,San Jose,11.0,DO NOT REBALANCE!,2.0,1.0
Santa Clara at Almaden,4,0.0384615384615,-0.58391608391608385,0.62820512820512819,San Jose,11.0,DO NOT REBALANCE!,1.0,1.0
Santa Clara at Almaden,5,0.111111111111,-0.85304659498207891,0.84722222222222232,San Jose,11.0,DO NOT REBALANCE!,1.0,1.0
Santa Clara at Almaden,6,-0.407407407407,-0.45925925925925931,0.44074074074074071,San Jose,11.0,DO NOT REBALANCE!,1.0,1.0
South Van Ness at Market,0,-1.88461538462,-1.046419098143236,1.3582995951417005,San Francisco,19.0,REBALANCE! Remove bikes,1.0,4.0
South Van Ness at Market,1,-3.34615384615,-1.5159151193633948,1.4370629370629371,San Francisco,19.0,REBALANCE! Remove bikes,2.0,5.0
South Van Ness at Market,2,-4.69230769231,-1.1337792642140467,1.525641025641026,San Francisco,19.0,REBALANCE! Remove bikes,4.0,7.0
South Van Ness at Market,3,-2.15384615385,-1.1153846153846154,1.2064777327935223,San Francisco,19.0,REBALANCE! Remove bikes,2.0,4.0
South Van Ness at Market,4,-3.92307692308,-1.4831730769230771,1.5037220843672454,San Francisco,19.0,REBALANCE! Remove bikes,3.0,6.0
South Van Ness at Market,5,2.33333333333,-1.215686274509804,1.6344086021505375,San Francisco,19.0,REBALANCE! Add bikes,4.0,1.0
South Van Ness at Market,6,0.666666666667,-0.97435897435897434,1.3333333333333335,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
Spear at Folsom,0,0.576923076923,-1.1185897435897436,1.4587912087912087,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
Spear at Folsom,1,1.80769230769,-1.5173697270471465,1.4230769230769231,San Francisco,19.0,REBALANCE! Add bikes,4.0,1.0
Spear at Folsom,2,-0.153846153846,-1.2097902097902096,0.98717948717948723,San Francisco,19.0,DO NOT REBALANCE!,2.0,2.0
Spear at Folsom,3,0.730769230769,-1.6153846153846154,1.2692307692307692,San Francisco,19.0,DO NOT REBALANCE!,3.0,1.0
Spear at Folsom,4,0.423076923077,-1.4897435897435898,1.5446650124069479,San Francisco,19.0,DO NOT REBALANCE!,2.0,2.0
Spear at Folsom,5,-2.14814814815,-0.88756613756613723,1.1481481481481484,San Francisco,19.0,REBALANCE! Remove bikes,2.0,4.0
Spear at Folsom,6,-0.333333333333,-0.85897435897435903,1.1111111111111112,San Francisco,19.0,DO NOT REBALANCE!,1.0,2.0
St James Park,0,0.0,-0.41666666666666669,0.44,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
St James Park,1,-0.346153846154,-0.47993311036789299,0.59615384615384615,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
St James Park,2,-0.538461538462,-0.55244755244755239,0.53846153846153844,San Jose,15.0,DO NOT REBALANCE!,1.0,2.0
St James Park,3,-0.0769230769231,-0.33216783216783219,0.31221719457013575,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
St James Park,4,-0.08,-0.62588235294117656,0.46888888888888891,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
St James Park,5,-0.142857142857,-0.31168831168831168,0.45864661654135336,San Jose,15.0,DO NOT REBALANCE!,1.0,1.0
St James Park,6,-0.739130434783,-0.48814229249011865,0.48913043478260865,San Jose,15.0,REBALANCE! Remove bikes,1.0,2.0
Steuart at Market,0,0.846153846154,-1.4461538461538461,1.8575498575498575,San Francisco,23.0,DO NOT REBALANCE!,3.0,2.0
Steuart at Market,1,-0.423076923077,-1.841628959276018,1.4230769230769231,San Francisco,23.0,DO NOT REBALANCE!,2.0,2.0
Steuart at Market,2,-1.26923076923,-2.2307692307692308,2.7454212454212454,San Francisco,23.0,DO NOT REBALANCE!,1.0,5.0
Steuart at Market,3,0.576923076923,-2.1324786324786325,1.7564102564102566,San Francisco,23.0,DO NOT REBALANCE!,3.0,2.0
Steuart at Market,4,-1.46153846154,-2.2051282051282053,2.6282051282051282,San Francisco,23.0,DO NOT REBALANCE!,1.0,5.0
Steuart at Market,5,4.25925925926,-1.1228956228956233,1.6851851851851851,San Francisco,23.0,REBALANCE! Add bikes,6.0,3.0
Steuart at Market,6,0.888888888889,-1.1944444444444444,1.5202020202020203,San Francisco,23.0,DO NOT REBALANCE!,3.0,1.0
Temporary Transbay Terminal (Howard at Beale),0,-5.59259259259,-1.967407407407407,2.1164021164021163,San Francisco,23.0,REBALANCE! Remove bikes,4.0,8.0
Temporary Transbay Terminal (Howard at Beale),1,-4.19230769231,-1.534965034965035,1.8819628647214857,San Francisco,23.0,REBALANCE! Remove bikes,3.0,7.0
Temporary Transbay Terminal (Howard at Beale),2,-7.07692307692,-1.8054298642533944,2.3269230769230766,San Francisco,23.0,REBALANCE! Remove bikes,6.0,10.0
Temporary Transbay Terminal (Howard at Beale),3,-7.07692307692,-1.5897435897435894,1.3269230769230766,San Francisco,23.0,REBALANCE! Remove bikes,6.0,9.0
Temporary Transbay Terminal (Howard at Beale),4,-6.42307692308,-2.0769230769230766,2.5183150183150187,San Francisco,23.0,REBALANCE! Remove bikes,5.0,9.0
Temporary Transbay Terminal (Howard at Beale),5,0.115384615385,-0.4653846153846154,0.75961538461538458,San Francisco,23.0,DO NOT REBALANCE!,1.0,1.0
Temporary Transbay Terminal (Howard at Beale),6,0.333333333333,-0.71794871794871795,0.66666666666666674,San Francisco,23.0,DO NOT REBALANCE!,2.0,1.0
Townsend at 7th,0,3.26923076923,-2.0434243176178661,2.5307692307692307,San Francisco,15.0,REBALANCE! Add bikes,6.0,1.0
Townsend at 7th,1,3.07692307692,-1.8663967611336034,1.6730769230769229,San Francisco,15.0,REBALANCE! Add bikes,5.0,2.0
Townsend at 7th,2,6.5,-1.9400000000000004,1.6739130434782616,San Francisco,15.0,REBALANCE! Add bikes,9.0,5.0
Townsend at 7th,3,7.23076923077,-1.1438127090301,1.7192307692307685,San Francisco,15.0,REBALANCE! Add bikes,9.0,6.0
Townsend at 7th,4,4.76923076923,-1.2358974358974359,1.5807692307692305,San Francisco,15.0,REBALANCE! Add bikes,7.0,4.0
Townsend at 7th,5,0.185185185185,-0.97828863346104722,0.78148148148148144,San Francisco,15.0,DO NOT REBALANCE!,2.0,1.0
Townsend at 7th,6,0.333333333333,-0.7407407407407407,0.70512820512820529,San Francisco,15.0,DO NOT REBALANCE!,2.0,1.0
University and Emerson,0,0.884615384615,-0.3582995951417004,0.32591093117408909,Palo Alto,11.0,REBALANCE! Add bikes,2.0,1.0
University and Emerson,1,0.36,-0.32153846153846155,0.33999999999999997,Palo Alto,11.0,REBALANCE! Add bikes,1.0,1.0
University and Emerson,2,0.384615384615,-0.24175824175824179,0.44871794871794873,Palo Alto,11.0,DO NOT REBALANCE!,1.0,1.0
University and Emerson,3,0.44,-0.44,0.3327272727272727,Palo Alto,11.0,REBALANCE! Add bikes,1.0,1.0
University and Emerson,4,0.565217391304,-0.47430830039525684,0.54589371980676338,Palo Alto,11.0,REBALANCE! Add bikes,2.0,1.0
University and Emerson,5,0.260869565217,-0.30632411067193677,0.35817805383022777,Palo Alto,11.0,DO NOT REBALANCE!,1.0,1.0
University and Emerson,6,-0.185185185185,-0.33205619412515969,0.42202729044834308,Palo Alto,11.0,DO NOT REBALANCE!,1.0,1.0
Washington at Kearny,0,2.53846153846,-1.4527472527472527,1.3543956043956045,,,REBALANCE! Add bikes,4.0,2.0
Washington at Kearny,1,2.96153846154,-1.3251748251748252,0.95150501672240795,,,REBALANCE! Add bikes,5.0,3.0
Washington at Kearny,2,1.92307692308,-0.92307692307692313,1.1114058355437664,,,REBALANCE! Add bikes,3.0,1.0
Washington at Kearny,3,3.61538461538,-0.8931623931623931,1.1672240802675584,,,REBALANCE! Add bikes,5.0,3.0
Washington at Kearny,4,2.0,-1.0344827586206895,0.90322580645161299,,,REBALANCE! Add bikes,4.0,2.0
Washington at Kearny,5,-0.0740740740741,-0.98653198653198648,1.1917211328976034,,,DO NOT REBALANCE!,1.0,2.0
Washington at Kearny,6,0.518518518519,-1.1392081736909323,2.0,,,DO NOT REBALANCE!,2.0,2.0
Yerba Buena Center of the Arts (3rd @ Howard),0,1.11538461538,-0.70797720797720798,0.77747252747252737,San Francisco,19.0,REBALANCE! Add bikes,2.0,1.0
Yerba Buena Center of the Arts (3rd @ Howard),1,-0.769230769231,-2.2997347480106103,1.9775641025641026,San Francisco,19.0,DO NOT REBALANCE!,2.0,3.0
Yerba Buena Center of the Arts (3rd @ Howard),2,2.07692307692,-1.9615384615384617,1.5,San Francisco,19.0,REBALANCE! Add bikes,5.0,1.0
Yerba Buena Center of the Arts (3rd @ Howard),3,0.0,-1.3888888888888888,1.3200000000000001,San Francisco,19.0,DO NOT REBALANCE!,2.0,2.0
Yerba Buena Center of the Arts (3rd @ Howard),4,2.65384615385,-1.4395604395604396,1.5769230769230771,San Francisco,19.0,REBALANCE! Add bikes,5.0,2.0
Yerba Buena Center of the Arts (3rd @ Howard),5,-0.62962962963,-0.92592592592592593,1.1296296296296298,San Francisco,19.0,DO NOT REBALANCE!,1.0,2.0
Yerba Buena Center of the Arts (3rd @ Howard),6,0.666666666667,-1.0459770114942528,1.0980392156862746,San Francisco,19.0,DO NOT REBALANCE!,2.0,1.0
